SCHOOL NO.,ENGLISH CATEGORY,ùùù___ÑO,ENGLISH NAME,ùùù_°W‰_,ENGLISH ADDRESS,ùùù_°aÑ},LONGITUDE,îg∏_,LATITUDE,©n∏_,EASTING,Ñù¶æÌF,NORTHING,Ñù¶æ¢_,STUDENTS GENDER,_NèÌΩ_¢_ˆ∆ÑO,SESSION,Ω_˜_œì©í˜ê_–,DISTRICT,ù£_ù,FINANCE TYPE,î_ÑU‰ù__,SCHOOL LEVEL,Ω_˜___∏›,TELEPHONE,ëp_î_qî_,FAX NUMBER,___uî_©X,WEBSITE,‰_—_,RELIGION,ˆvœæ
575615000000,Aided Primary Schools,î_ÑUùpΩ_,JORDAN VALLEY ST. JOSEPH'S CATHOLIC PRIMARY SCHOOL,°____°ît—Yú_ùÛ¢DœæùpΩ_,80 CHOI HA ROAD KOWLOON,ùE£sœmë__D80î_,114-12-50,114-12-50,22-19-43,22-19-43,840076,840076,821069,821069,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWUN TONG,_[__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23050061,23050061,23053005,23053005,http://www.jvsj.edu.hk/,http://www.jvsj.edu.hk/,CATHOLICISM,ùÛ¢Dœæ
513130000000,Aided Primary Schools,î_ÑUùpΩ_,PAK TIN CATHOLIC PRIMARY SCHOOL,¢_¢æùÛ¢DœæùpΩ_,ESTATE SCHOOL NO 3 PAK TIN ESTATE KOWLOON & ANNEX BLOCK AT ESTATE SCHOOL NO 3 UPPER PAK TIN ESTATE KOWLOON,ùE£sç`ù_?¢_¢æ?3˜y,114-10-7,114-10-7,22-20-16,22-20-16,835426.3,835426.3,822089.9,822089.9,CO-ED,_kùk,WHOLE DAY,¢_ù_,SHAM SHUI PO,ç`ù_?_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,27761423,27761423,27766201,27766201,http://www.paktin.edu.hk,http://www.paktin.edu.hk,CATHOLICISM,ùÛ¢Dœæ
115355000000,Aided Primary Schools,î_ÑUùpΩ_,CNEC LUI MING CHOI PRIMARY SCHOOL,ùù_ù___Dú|Ñfˆ_ù~ùpΩ_,CHEUNG FAT ESTATE TSING YI NEW TERRITORIES,ús›ê∏C°_Ì__o?,114-6-6,114-6-6,22-21-45,22-21-45,828525,828525,824820,824820,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWAI TSING,îÌ∏C_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24977557,24977557,24357445,24357445,http://www.cneclmc.edu.hk,http://www.cneclmc.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
113751000000,Aided Primary Schools,î_ÑUùpΩ_,TSUEN WAN CATHOLIC PRIMARY SCHOOL,___WùÛ¢DœæùpΩ_,37-41 TAK WAH STREET TSUEN WAN NEW TERRITORIES,ús›ê___W¶w_ù_´37-41î_,114-7-9,114-7-9,22-22-9,22-22-9,830322,830322,825552,825552,CO-ED,_kùk,WHOLE DAY,¢_ù_,TSUEN WAN,___W_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24923460,24923460,24926395,24926395,http://www.twcps.edu.hk,http://www.twcps.edu.hk,CATHOLICISM,ùÛ¢Dœæ
114898000000,Aided Primary Schools,î_ÑUùpΩ_,STFA HO YAT TUNG PRIMARY SCHOOL,__¶wëp©Öë`ú|°´ù_ÌFùpΩ_,ESTATE PRIMARY SCHOOL NO 5 YAU OI ESTATE AREA 15 TUEN MUN NEW TERRITORIES,ús›êù_Ì_ç_15_ùù_úR?∏_?ùpΩ_ç_5î_,113-58-26,113-58-26,22-23-22,22-23-22,815379,815379,827828,827828,CO-ED,_kùk,WHOLE DAY,¢_ù_,TUEN MUN,ù_Ì__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24586111,24586111,24581834,24581834,,,NOT APPLICABLE,ù_ΩA¢_
518425000000,Aided Primary Schools,î_ÑUùpΩ_,SKH LEE SHIU KEUNG PRIMARY SCHOOL,îtù©ú|Ñ_¢ÅœjùpΩ_,SCHOOL NO. 1 ON TIN STREET PING TIN ESTATE LAM TIN KWUN TONG KOWLOON,ùE£s_[_ìè¢æ¢—¢æ?°w¢æ_´ç_ù@˜_Ì_,114-14-14,114-14-14,22-18-25,22-18-25,842475,842475,818654,818654,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWUN TONG,_[__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23465430,23465430,27273203,27273203,http://www.skhlsk.edu.hk,http://www.skhlsk.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
512362000000,Aided Primary Schools,î_ÑUùpΩ_,CCC KEI TSUN PRIMARY SCHOOL,ùù_ù__ú_œæú|__¢_ùpΩ_,150 TAI KOK TSUI ROAD TAI KOK TSUI KOWLOON,ùE£sùj_ùˆCùj_ùˆC_D150î_,114-9-44,114-9-44,22-19-22,22-19-22,834752,834752,820404,820404,CO-ED,_kùk,WHOLE DAY,¢_ù_,YAU TSIM MONG,Ìo°yˆ__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23928221,23928221,23990319,23990319,http://www.cccktps.edu.hk,http://www.cccktps.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
115525000000,Aided Primary Schools,î_ÑUùpΩ_,SKH WING CHUN PRIMARY SCHOOL,îtù©ú|‰a_uùpΩ_,NO 3 KAT CHEUNG CRESCENT FANLING NEW TERRITORIES,ús›ê_å£—°Nçå_´3î_,114-7-53,114-7-53,22-29-48,22-29-48,831574,831574,839666,839666,CO-ED,_kùk,WHOLE DAY,¢_ù_,NORTH,¢__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,26703338,26703338,26682391,26682391,http://www.skhwc.edu.hk,http://www.skhwc.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
510149000000,Aided Primary Schools,î_ÑUùpΩ_,MUI WO SCHOOL,œ_‰_Ω_˜_,"CHUNG HAU VILLAGE, SILVER MINE BAY LANTAU ISLAND NEW TERRITORIES",ús›êùj£›ùsåÉ_q_W,113-59-24,113-59-24,22-15-59,22-15-59,816994.2,816994.2,814187.3,814187.3,CO-ED,_kùk,WHOLE DAY,¢_ù_,ISLANDS,ì_˜q_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,29848461,29848461,29842484,29842484,http://www.mws.edu.hk,http://www.mws.edu.hk,NOT APPLICABLE,ù_ΩA¢_
535672000000,Aided Primary Schools,î_ÑUùpΩ_,HKFEW WONG CHO BAU SCHOOL,—å__œæ_|ùuÑ@Ìäëpú|_£ú–¶æΩ_˜_,YAT TUNG ESTATE TUNG CHUNG LANTAU ISLAND NEW TERRITORIES,ús›êùj£›ùsÌF_F_hÌF(ù@)?,113-56-14,113-56-14,22-16-52,22-16-52,811561,811561,815822,815822,CO-ED,_kùk,WHOLE DAY,¢_ù_,ISLANDS,ì_˜q_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,21090087,21090087,21090086,21090086,http://www.hkfewwcb.edu.hk,http://www.hkfewwcb.edu.hk,NOT APPLICABLE,ù_ΩA¢_
114502000000,Aided Primary Schools,î_ÑUùpΩ_,SRBCEPSA LEE YAT NGOK MEMORIAL SCHOOL,›f¢ˇ__œæ_|Ω__|˜_ù_ú|Ñ_ù@_Ñ›_ˆ£Ω_˜_,221 KWAI SHING CIRCUIT KWAI CHUNG NEW TERRITORIES,ús›êîÌ_FîÌçœÅ_221î_,114-7-23,114-7-23,22-21-48,22-21-48,830714,830714,824925,824925,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWAI TSING,îÌ∏C_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24290452,24290452,24801757,24801757,http://www.lynms.edu.hk,http://www.lynms.edu.hk,NOT APPLICABLE,ù_ΩA¢_
511366000000,Aided Primary Schools,î_ÑUùpΩ_,CARMEL LEUNG SING TAK SCHOOL,—{œKœ_›_¶wΩ_˜_,ESTATE SCHOOL NO 2 SHUN ON ESTATE KWUN TONG KOWLOON,ùE£s__°w?ç_ùG˜y˜_Ì_,114-13-31,114-13-31,22-19-42,22-19-42,841267.1,841267.1,821022.1,821022.1,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWUN TONG,_[__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23458063,23458063,23438678,23438678,http://www.clst.edu.hk,http://www.clst.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
114200000000,Aided Primary Schools,î_ÑUùpΩ_,CCC HOH FUK TONG PRIMARY SCHOOL,ùù_ù__ú_œæú|°´‰__´ùpΩ_,41 LUNG MUN ROAD TUEN MUN NEW TERRITORIES,ús›êù_Ì_£sÌ_î_41î_,113-58-2,113-58-2,22-23-11,22-23-11,814675,814675,827492,827492,CO-ED,_kùk,WHOLE DAY,¢_ù_,TUEN MUN,ù_Ì__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24597156,24597156,24521903,24521903,http://www.hft.edu.hk,http://www.hft.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
515051000000,Aided Primary Schools,î_ÑUùpΩ_,YUEN LONG MERCHANTS ASSN PRIMARY SCHOOL,ùî˜ü__ú|ùpΩ_,244 CASTLE PEAK ROAD YUEN LONG NEW TERRITORIES,ús›êùî˜ü∏Cùsù©î_244î_,114-1-25,114-1-25,22-26-39,22-26-39,820501,820501,833864,833864,CO-ED,_kùk,WHOLE DAY,¢_ù_,YUEN LONG,ùî˜ü_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24762268,24762268,24747305,24747305,http://www.ylmaps.edu.hk,http://www.ylmaps.edu.hk,NOT APPLICABLE,ù_ΩA¢_
115347000000,Aided Primary Schools,î_ÑUùpΩ_,AD&FDPOHL LEUNG SING TAK SCHOOL,Å_úRì__|Ω_ˆ–ë`çzëp©Öú|œ_›_¶wΩ_˜_,"ESTATE PRIMARY SCHOOL LONG PING ESTATE, PHASE III YUEN LONG NEW TERRITORIES",ús›êùî˜ü˜ü∏ä?ç_ùT_ë∏_?ùpΩ_,114-1-29,114-1-29,22-26-56,22-26-56,820612,820612,834399,834399,CO-ED,_kùk,WHOLE DAY,¢_ù_,YUEN LONG,ùî˜ü_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24745566,24745566,24746487,24746487,http://www.yuenlonglsts.edu.hk,http://www.yuenlonglsts.edu.hk,NOT APPLICABLE,ù_ΩA¢_
514004000000,Aided Primary Schools,î_ÑUùpΩ_,ST BONAVENTURE CATHOLIC PRIMARY SCHOOL,îtù_¶wùÛ¢DœæùpΩ_,FUNG LAI ROAD FUNG TAK ESTATE DIAMOND HILL KOWLOON,ùE£s_p¢_ùsåÿ¶w?åÿìÑ_D,114-12-7,114-12-7,22-20-41,22-20-41,838854,838854,822861,822861,CO-ED,_kùk,WHOLE DAY,¢_ù_,WONG TAI SIN,_£ùj¢P_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23202727,23202727,23201000,23201000,http://www.sbcps.edu.hk,http://www.sbcps.edu.hk,CATHOLICISM,ùÛ¢Dœæ
510181000000,Aided Primary Schools,î_ÑUùpΩ_,PLK MRS CHAN NAM CHONG MEMORIAL PRI SCH,∏O_}Ñ©Å_∏nˆ_ùíùHùpΩ_,G/F PART OF 3/F 4/F-6/F OF OLD WING G/F 4/F TO ROOF FLOOR OF NEW WING ESTATE PRIMARY SCHOOL CHOI WAN ESTATE KOWLOON,ùE£sœm_Å?∏_?ùpΩ_ììël°aùUÅ–ù£3¶_4¶_°_6¶_ù_úsël°aùU4¶_°_Åå¶_,114-12-60,114-12-60,22-20-5,22-20-5,840361.8,840361.8,821747.6,821747.6,CO-ED,_kùk,WHOLE DAY,¢_ù_,WONG TAI SIN,_£ùj¢P_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,27599365,27599365,27999830,27999830,http://www.plkcnc.edu.hk,http://www.plkcnc.edu.hk,NOT APPLICABLE,ù_ΩA¢_
550396000000,Aided Primary Schools,î_ÑUùpΩ_,SKH KOWLOON BAY KEI LOK PRIMARY SCHOOL,îtù©ú|ùE£s_W__¶_ùpΩ_,6 KAI YAN STREET KOWLOON BAY KOWLOON,ùE£sùE£s_W?ù__´ùåî_,114-12-23,114-12-23,22-19-44,22-19-44,839303.5,839303.5,821103.5,821103.5,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWUN TONG,_[__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,27969393,27969393,27963777,27963777,http://www.kbkeilok.edu.hk,http://www.kbkeilok.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
510769000000,Aided Primary Schools,î_ÑUùpΩ_,CCC CHUEN YUEN SECOND PRIMARY SCHOOL,ùù_ù__ú_œæú|¢_Ñ_ç_ùGùpΩ_,3 SHEUNG KOK STREET TAI WO HAU TSUEN WAN NEW TERRITORIES,ús›ê___Wùj‰_ùfùW_ù_´ùTî_,114-7-34,114-7-34,22-22-5,22-22-5,831038,831038,825444,825444,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWAI TSING,îÌ∏C_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24201220,24201220,24101401,24101401,http://www.chuenyuen2.edu.hk,http://www.chuenyuen2.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
114090000000,Aided Primary Schools,î_ÑUùpΩ_,PO LEUNG KUK STANLEY HO SAU NAN PRIMARY SCHOOL,∏O_}Ñ©°´_ù∏nùpΩ_,"11 MUK HUNG STREET, KOWLOON CITY, KOWLOON",ùE£sùE£s∏__N—i_´11î_,114-12-16,114-12-16,22-19-53,22-19-53,839106.9,839106.9,821369.5,821369.5,CO-ED,_kùk,WHOLE DAY,¢_ù_,KOWLOON CITY,ùE£s∏__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23262627,23262627,23283261,23283261,,,NOT APPLICABLE,
513709000000,Aided Primary Schools,î_ÑUùpΩ_,SALESIAN SCHOOL,úO¢˜Ω_˜_,16 CHAI WAN ROAD SHAUKEIWAN HONG KONG,—å__ˇK‰ˇ_W˜__W_D16î_,114-13-47,114-13-47,22-16-33,22-16-33,841706,841706,815207,815207,BOYS,_k,WHOLE DAY,¢_ù_,EASTERN,ÌF_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,28850032,28850032,25689450,25689450,http://salesian.edu.hk,http://salesian.edu.hk,CATHOLICISM,ùÛ¢Dœæ
512036000000,Aided Primary Schools,î_ÑUùpΩ_,TWGH HOK SHAN SCHOOL,ÌF_ùùT_|èbùsΩ_˜_,"5 WAH LAM PATH, WAH FU ESTATE POKFULAM HONG KONG",—å__ë–ÑˇÌL_ù_I?_ùÌL˜|5î_,114-8-17,114-8-17,22-15-10,22-15-10,832267,832267,812653,812653,CO-ED,_kùk,WHOLE DAY,¢_ù_,SOUTHERN,∏n_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,25511142,25511142,25517151,25517151,http://www.hokshan.edu.hk,http://www.hokshan.edu.hk,NOT APPLICABLE,ù_ΩA¢_
510564000000,Aided Primary Schools,î_ÑUùpΩ_,OUR LADY OF CHINA CATHOLIC PRI SCH,ùÛ¢Dœæ°__ùùpΩ_,ESTATE PRIMARY SCHOOL TSUI PING ESTATE PHASE IV KWUN TONG KOWLOON,ùE£s_[_åA∏ä?ç_¢|_ë∏_?ùpΩ_,114-13-50,114-13-50,22-18-47,22-18-47,841786,841786,819344,819344,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWUN TONG,_[__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23482366,23482366,27179804,27179804,http://www.oloccp.edu.hk,http://www.oloccp.edu.hk,CATHOLICISM,ùÛ¢Dœæ
560448000000,Aided Primary Schools,î_ÑUùpΩ_,CCC KEI FAAT PRIMARY SCHOOL (YAU TONG),ùù_ù__ú_œæú|__ÌkùpΩ_(Ìo_),25 YAU TONG ROAD YAU TONG KOWLOON,ùE£sÌo_Ìo__D25î_,114-14-2,114-14-2,22-17-59,22-17-59,842156,842156,817867,817867,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWUN TONG,_[__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23895458,23895458,23424459,23424459,http://www.kfps.edu.hk,http://www.kfps.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
513628000000,Aided Primary Schools,î_ÑUùpΩ_,S.K.H. ST. PETER'S PRIMARY SCHOOL,îtù©ú|îtˆ¶œoùpΩ_,70 & 88 HILL ROAD HONG KONG,—å__ùs_D70ù_88î_,114-8-8,114-8-8,22-17-3,22-17-3,832020,832020,816150,816150,CO-ED,_kùk,WHOLE DAY,¢_ù_,CENTRAL AND WESTERN,ùù°__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,25462624,25462624,28587052,28587052,http://www.spps.edu.hk,http://www.spps.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
115339000000,Aided Primary Schools,î_ÑUùpΩ_,HHCKLA BUDDHIST CHING KOK LIN ASS SCHOOL,—å˜Å¢ó_œ©›Ì£°_œæ¢ó_œ©›Ì£Ω_˜_,12 YAT MING ROAD FANLING NEW TERRITORIES,ús›ê_å£—ù@å_î_12î_,114-8-31,114-8-31,22-29-14,22-29-14,832685,832685,838625,838625,CO-ED,_kùk,WHOLE DAY,¢_ù_,NORTH,¢__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,26754411,26754411,26754066,26754066,http://www.bcklas.edu.hk,http://www.bcklas.edu.hk,BUDDHISM,°_œæ
513598000000,Aided Primary Schools,î_ÑUùpΩ_,SKH ST JOHN'S PRIMARY SCHOOL,îtù©ú|ît›_ó∏ùpΩ_,16 CLEAR WATER BAY ROAD KOWLOON,ùE£sçMù__W_DùQùåî_,114-12-41,114-12-41,22-20-2,22-20-2,839819,839819,821653,821653,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWUN TONG,_[__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23226125,23226125,23530863,23530863,,,PROTESTANTISM / CHRISTIANITY,__ú_œæ
115215000000,Aided Primary Schools,î_ÑUùpΩ_,CARMEL ALISON LAM PRIMARY SCHOOL,—{œKúRìÑ∏HùpΩ_,HIN KENG ESTATE SHATIN NEW TERRITORIES,ús›ê_F¢æè_˜|?,114-10-27,114-10-27,22-21-59,22-21-59,835994,835994,825234,825234,CO-ED,_kùk,WHOLE DAY,¢_ù_,SHA TIN,_F¢æ_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,26996945,26996945,26019441,26019441,http://www.calps.edu.hk,http://www.calps.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
514683000000,Aided Primary Schools,î_ÑUùpΩ_,TUN YU SCHOOL,œ›î_Ω_˜_,SAN TIN YUEN LONG NEW TERRITORIES,ús›êùî˜üús¢æ,114-4-37,114-4-37,22-29-54,22-29-54,825999.4,825999.4,839860.8,839860.8,CO-ED,_kùk,WHOLE DAY,¢_ù_,YUEN LONG,ùî˜ü_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24711915,24711915,24823501,24823501,http://www.tys.edu.hk,http://www.tys.edu.hk,NOT APPLICABLE,ù_ΩA¢_
511692000000,Aided Primary Schools,î_ÑUùpΩ_,CONSERVATIVE BAPT LUI MING CHOI PRI SCH,˜_∏H∏è_Dú|Ñfˆ_ù~ùpΩ_,78 CHOI HA ROAD KOWLOON,ùE£sœmë__D78î_,114-12-53,114-12-53,22-19-46,22-19-46,840155,840155,821155,821155,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWUN TONG,_[__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,"27547024, 27547058","27547024, 27547058",23313417,23313417,http://www.lmc.edu.hk,http://www.lmc.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
535605000000,Aided Primary Schools,î_ÑUùpΩ_,MA ON SHAN METHODIST PRIMARY SCHOOL,__Ωbùs_`_D©_çzùpΩ_,11 HANG MING STREET MA ON SHAN SHATIN NEW TERRITORIES,ús›ê_F¢æ__Ωbùs__ˆ__´11î_,114-13-29,114-13-29,22-25-3,22-25-3,841206,841206,830910,830910,CO-ED,_kùk,WHOLE DAY,¢_ù_,SHA TIN,_F¢æ_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,26309219,26309219,26309768,26309768,http://www.mosmps.edu.hk,http://www.mosmps.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
530026000000,Aided Primary Schools,î_ÑUùpΩ_,LING LIANG CHURCH SAU TAK PRIMARY SCHOOL,_FìÅ_´_q¶wùpΩ_,35 MAN TUNG ROAD TUNG CHUNG LANTAU ISLAND NEW TERRITORIES (INCLUDING 2 CARGO CONTAINERS FOR STORAGE OF FURNITURE & EQUIPMENT IN THE PARKING AREA),ús›êùj£›ùsÌF_Fù_ÌFî_35î_(¢]›A_œ_˜Å_ù‰Ì‰2—_Åfìd),113-56-44,113-56-44,22-17-24,22-17-24,812427.5,812427.5,816819.4,816819.4,CO-ED,_kùk,WHOLE DAY,¢_ù_,ISLANDS,ì_˜q_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,21094688,21094688,21094699,21094699,http://www.llcst.edu.hk,http://www.llcst.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
512257000000,Aided Primary Schools,î_ÑUùpΩ_,KAM TSIN VILLAGE HO TUNG SCHOOL,Ì_ó_Ñ_°´ÌFΩ_˜_,KAM TSIN VILLAGE SHEUNG SHUI NEW TERRITORIES,ús›êùWù_Ì_ó_Ñ_,114-6-42,114-6-42,22-30-6,22-30-6,829564,829564,840218,840218,CO-ED,_kùk,WHOLE DAY,¢_ù_,NORTH,¢__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,26703849,26703849,26685391,26685391,http://www.ktvhts.edu.hk/,http://www.ktvhts.edu.hk/,NOT APPLICABLE,ù_ΩA¢_
512729000000,Aided Primary Schools,î_ÑUùpΩ_,LOK SIN TONG YEUNG CHUNG MING PRI SCH,¶__©_´ú_¢_ˆ_Ω_˜_,LOK WAH SOUTH ESTATE NGAU TAU KOK KWUN TONG KOWLOON,ùE£s_[_ù_£Y_ù¶__ù∏n?,114-13-24,114-13-24,22-19-13,22-19-13,841040.2,841040.2,820145.9,820145.9,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWUN TONG,_[__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,27559195,27559195,27961057,27961057,http://www.ycmps.edu.hk,http://www.ycmps.edu.hk,NOT APPLICABLE,ù_ΩA¢_
511790000000,Aided Primary Schools,î_ÑUùpΩ_,FIVE DISTRICTS BUSINESS WEL ASSN SCH,ù—__ùu__ë`ú|Ω_˜_,70 WING HONG STREET SHAMSHUIPO KOWLOON,ùE£sç`ù_?¢_œd_´70î_,114-9-16,114-9-16,22-20-28,22-20-28,833971,833971,822438,822438,CO-ED,_kùk,WHOLE DAY,¢_ù_,SHAM SHUI PO,ç`ù_?_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23071017,23071017,23700692,23700692,http://www.fdbwa.edu.hk,http://www.fdbwa.edu.hk,NOT APPLICABLE,ù_ΩA¢_
114413000000,Aided Primary Schools,î_ÑUùpΩ_,LEI MUK SHUE CATHOLIC PRIMARY SCHOOL,œ_ùçΩ•ùÛ¢DœæùpΩ_,ESTATE SCHOOL NO. 2 LEI MUK SHUE ESTATE TSUEN WAN NEW TERRITORIES,ús›ê___Wœ_ùçΩ•?ç_ùG˜_Ì_,114-8-2,114-8-2,22-22-40,22-22-40,831841,831841,826518,826518,CO-ED,_kùk,WHOLE DAY,¢_ù_,TSUEN WAN,___W_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24255665,24255665,24226654,24226654,http://www.lmscps.edu.hk,http://www.lmscps.edu.hk,CATHOLICISM,ùÛ¢Dœæ
514713000000,Aided Primary Schools,î_ÑUùpΩ_,TUNG KOON DIST SOC FONG SHU CHUEN SCH,ÌFç•°P_mú|ù_Ω•›uΩ_˜_,43 TUNG KUN STREET YAUMATEI KOWLOON,ùE£sÌoÅì°aÌFç•_´43î_,114-10-7,114-10-7,22-18-41,22-18-41,835412,835412,819146,819146,CO-ED,_kùk,WHOLE DAY,¢_ù_,YAU TSIM MONG,Ìo°yˆ__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,27802295,27802295,27707590,27707590,http://www.tkfsc-school.edu.hk,http://www.tkfsc-school.edu.hk,NOT APPLICABLE,ù_ΩA¢_
524824000000,Aided Primary Schools,î_ÑUùpΩ_,YAN OI TONG TIN KA PING PRIMARY SCHOOL,ù_úR_´¢æ˜a›œùpΩ_,3 TONG CHUN STREET TSEUNG KWAN O NEW TERRITORIES,ús›êœN—xóD—•∏T_´3î_,114-15-40,114-15-40,22-18-36,22-18-36,844949,844949,819001,819001,CO-ED,_kùk,WHOLE DAY,¢_ù_,SAI KUNG,°__^_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24571302,24571302,22463506,22463506,http://www.yottkpps.edu.hk,http://www.yottkpps.edu.hk,NOT APPLICABLE,ù_ΩA¢_
513962000000,Aided Primary Schools,î_ÑUùpΩ_,ST ANTONIUS PRIMARY SCHOOL,ît°wúùpΩ_,1 YAU TONG ROAD KWUN TONG KOWLOON (EXCLUDING THE KINDERGARTEN SPACE AND 7/F),ùE£s_[_Ìo__D1î_(¢˜îX__Å–¢_ù_ùC¶___¢~),114-14-14,114-14-14,22-18-5,22-18-5,842474.9,842474.9,818045.2,818045.2,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWUN TONG,_[__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23484283,23484283,23496371,23496371,http://www.saps.edu.hk/,http://www.saps.edu.hk/,CATHOLICISM,ùÛ¢Dœæ
114855000000,Aided Primary Schools,î_ÑUùpΩ_,TAI PO BAPTIST PUBLIC SCHOOL,ùj˜H˜_∏Hú|ù©¢ˇΩ_˜_,ESTATE PRIMARY SCHOOL KWONG FUK ESTATE PHASE 1A TAI PO AREA 24 NEW TERRITORIES,ús›êùj˜Hç_24_ù¶s‰_?ç_1_ëA∏_?ùpΩ_˜_Ì_,114-10-32,114-10-32,22-26-50,22-26-50,836137.6,836137.6,834198.7,834198.7,CO-ED,_kùk,WHOLE DAY,¢_ù_,TAI PO,ùj˜H_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,26563933,26563933,26577361,26577361,http://www.tpbps.edu.hk/,http://www.tpbps.edu.hk/,PROTESTANTISM / CHRISTIANITY,__ú_œæ
560685000000,Aided Primary Schools,î_ÑUùpΩ_,TWGH CHOW YIN SUM PRIMARY SCHOOL,ÌF_ùùT_|ˆP‰t_ÖùpΩ_,8 TSING CHIN STREET TSING YI NEW TERRITORIES,ús›ê∏C°_∏CÖ–_´8î_,114-6-9,114-6-9,22-20-56,22-20-56,828597,828597,823302,823302,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWAI TSING,îÌ∏C_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24331081,24331081,24331091,24331091,http://twghscysps.edu.hk,http://twghscysps.edu.hk,NOT APPLICABLE,ù_ΩA¢_
112992000000,Aided Primary Schools,î_ÑUùpΩ_,PUI LING SCHOOL OF THE PRECIOUS BLOOD,__°_ú|___FΩ_˜_,13 ON LOK MUN STREET ON LOK TSUEN FANLING NEW TERRITORIES,ús›ê_å£—°w¶_Ñ_°w¶_Ì__´13î_,114-8-38,114-8-38,22-29-51,22-29-51,832879.6,832879.6,839757.6,839757.6,CO-ED,_kùk,WHOLE DAY,¢_ù_,NORTH,¢__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,26756617,26756617,26776207,26776207,http://www.plpb.edu.hk,http://www.plpb.edu.hk,CATHOLICISM,ùÛ¢Dœæ
